NGA,Longform.Name,PolityID,Variable,Value.From,Value.To,Date.From,Date.To,Date.Note,Comment,PolID Ascribed,Expert Review,References
Deccan,Satavahana Empire,in_satavahana_emp,Polities involved in long-distance trade involving Specialty luxury items,cn_western_han_dyn,,159,161,Date span represents specific diplomatic envoys as discussed in primary sources.,"Graf describes two Indian diplomatic envoys to the Han court bearing gifts, which I have inferred consisted of speciality luxury items: 'between AD 89 and 105, India (Sind, Shendu or Shen-tu) also sent anumber of embassies to the Han court bearing tribute and various gifts, and, after a hiatus, resumed again in AD 159 and 161' (2017: 460).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/The%20Silk%20Road%20between%20Syria%20and%20China/titleCreatorYear/items/8DMBS43X/item-list
Deccan,Satavahana Empire,in_satavahana_emp,Is long-distance trade in Speciality luxury items goods direct,present,,89,105,Date span represents specific diplomatic envoys as discussed in primary sources.,"Graf describes two Indian diplomatic envoys to the Han court bearing gifts, which I have inferred consisted of speciality luxury items: 'between AD 89 and 105, India (Sind, Shendu or Shen-tu) also sent anumber of embassies to the Han court bearing tribute and various gifts, and, after a hiatus, resumed again in AD 159 and 161' (2017: 460).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/The%20Silk%20Road%20between%20Syria%20and%20China/titleCreatorYear/items/8DMBS43X/item-list
Deccan,Satavahana Empire,in_satavahana_emp,Is long-distance trade in Speciality luxury items goods direct,present,,159,161,Date span represents specific diplomatic envoys as discussed in primary sources.,"Graf describes two Indian diplomatic envoys to the Han court bearing gifts, which I have inferred consisted of speciality luxury items: 'between AD 89 and 105, India (Sind, Shendu or Shen-tu) also sent anumber of embassies to the Han court bearing tribute and various gifts, and, after a hiatus, resumed again in AD 159 and 161' (2017: 460).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/The%20Silk%20Road%20between%20Syria%20and%20China/titleCreatorYear/items/8DMBS43X/item-list
Southern Mesopotamia,Parthian Empire I,ir_parthian_emp_1,Polities involved in neighboring trade involving Manufactured goods,eg_ptolemaic_k_1,,-150,40,Date span is mid second century BC to the end of Parthian I.,"Graf describes Parthia's pre-Roman international trade with Palmyra: 'by the mid-second century BC, imported glazed pottery and eggshell ware from Parthia, reflecting the international connections of the oasis at an early stage' (2017: 482).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/The%20Silk%20Road%20between%20Syria%20and%20China/titleCreatorYear/items/8DMBS43X/item-list
Susiana,Parthian Empire I,ir_parthian_emp_1,Polities involved in neighboring trade involving Manufactured goods,eg_ptolemaic_k_1,,-150,40,Date span is mid second century BC to the end of Parthian I.,"Graf describes Parthia's pre-Roman international trade with Palmyra: 'by the mid-second century BC, imported glazed pottery and eggshell ware from Parthia, reflecting the international connections of the oasis at an early stage' (2017: 482).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/The%20Silk%20Road%20between%20Syria%20and%20China/titleCreatorYear/items/8DMBS43X/item-list
Middle Ganga,Kushan Empire,af_kushan_emp,Polities involved in long-distance trade involving Specialty luxury items,cn_eastern_han_dyn,,157,183,Date span includes the dates of envoys listed in primary sources discussed.,"Graf discusses diplomatic gifts between the Kushan rulers and the Han court: 'A little later, in AD 157/8, the Kushans were also sending gifts to the Han emperor, and more envoys from India were sent in AD 159 and 161, travelling by sea via the Han prefecture of Jinan in eastern China, followed by other embassies ‘from beyond the barrier’ in AD 173 and183' (2017: 492).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/The%20Silk%20Road%20between%20Syria%20and%20China/titleCreatorYear/items/8DMBS43X/item-list
Kachi Plain,Kushan Empire,af_kushan_emp,Polities involved in long-distance trade involving Specialty luxury items,cn_eastern_han_dyn,,157,183,Date span includes the dates of envoys listed in primary sources discussed.,"Graf discusses diplomatic gifts between the Kushan rulers and the Han court: 'A little later, in AD 157/8, the Kushans were also sending gifts to the Han emperor, and more envoys from India were sent in AD 159 and 161, travelling by sea via the Han prefecture of Jinan in eastern China, followed by other embassies ‘from beyond the barrier’ in AD 173 and183' (2017: 492).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/The%20Silk%20Road%20between%20Syria%20and%20China/titleCreatorYear/items/8DMBS43X/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Polities involved in long-distance trade involving Textiles,af_kushan_emp,,35,220,Date span is the overlap between the polity and the Eastern Han Empire from the first century AD.,Graf describes the Chinese silk which the Parthians obtained through maritime routes via the port of Barbarikon in the Middle Ganga region,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/The%20Silk%20Road%20between%20Syria%20and%20China/titleCreatorYear/items/8DMBS43X/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Polities involved in long-distance trade involving Textiles,iq_parthian_emp_2,,41,220,Date span is the overlap between the polity and the Eastern Han Empire from the first century AD.,Graf describes the Chinese silk which the Parthians obtained through maritime routes via the port of Barbarikon in the Middle Ganga region,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/The%20Silk%20Road%20between%20Syria%20and%20China/titleCreatorYear/items/8DMBS43X/item-list
Southern Mesopotamia,Parthian Empire I,ir_parthian_emp_1,Precious metals involved in trade within polity,inferred present,,-247,40,Dates are duration of Parthian I.,"Ellerbrock states that gold, silver, copper and iron were mined in Iran since the bronze age, and that iron ore was needed to manufacture Parthian weaponry (2021: 175).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Susiana,Parthian Empire I,ir_parthian_emp_1,Precious metals involved in trade within polity,inferred present,,-247,40,Dates are duration of Parthian I.,"Ellerbrock states that gold, silver, copper and iron were mined in Iran since the bronze age, and that iron ore was needed to manufacture Parthian weaponry (2021: 175).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Southern Mesopotamia,Parthian Empire I,ir_parthian_emp_1,Manufactured goods involved in trade within polity,inferred present,,-247,40,Dates are duration of Parthian I.,"Ellerbrock states that gold, silver, copper and iron were mined in Iran since the bronze age, and that iron ore was needed to manufacture Parthian weaponry (2021: 175).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Susiana,Parthian Empire I,ir_parthian_emp_1,Manufactured goods involved in trade within polity,inferred present,,-247,40,Dates are duration of Parthian I.,"Ellerbrock states that gold, silver, copper and iron were mined in Iran since the bronze age, and that iron ore was needed to manufacture Parthian weaponry (2021: 175).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Southern Mesopotamia,Parthian Empire I,ir_parthian_emp_1,Agricultural goods involved in trade within polity,present,,-247,40,Dates are duration of Parthian I.,"Ellerbrock describes Parthian agriculture, especially the cultivation and export of the alfalfa plant (used as horse feed), as well as wine made in Parthian vinyards (2021: 176-177).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Susiana,Parthian Empire I,ir_parthian_emp_1,Agricultural goods involved in trade within polity,present,,-247,40,Dates are duration of Parthian I.,"Ellerbrock describes Parthian agriculture, especially the cultivation and export of the alfalfa plant (used as horse feed), as well as wine made in Parthian vinyards (2021: 176-177).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Southern Mesopotamia,Parthian Empire I,ir_parthian_emp_1,Agricultural goods involved in trade with distant polities,present,,-247,40,Dates are duration of Parthian I.,"Ellerbrock describes Parthian agriculture, especially the cultivation and export of the alfalfa plant (used as horse feed), as well as wine made in Parthian vinyards (2021: 176-177).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Susiana,Parthian Empire I,ir_parthian_emp_1,Agricultural goods involved in trade with distant polities,present,,-247,40,Dates are duration of Parthian I.,"Ellerbrock describes Parthian agriculture, especially the cultivation and export of the alfalfa plant (used as horse feed), as well as wine made in Parthian vinyards (2021: 176-177).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Southern Mesopotamia,Parthian Empire I,ir_parthian_emp_1,Polities involved in long-distance trade involving agricultural goods,it_roman_principate,,-202,9,Date span is overlap between Western Han and Parthian I.,Ellerbrock discusses the history of Parthian horse breeding and goes on to state that this specialised horse trade flourished both with China and the Romans (2021: 178-179).,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Susiana,Parthian Empire I,ir_parthian_emp_1,Polities involved in long-distance trade involving agricultural goods,it_roman_principate,,25,40,Date span is overlap betwee Eastern Han and Parthian I.,Ellerbrock discusses the history of Parthian horse breeding and goes on to state that this specialised horse trade flourished both with China and the Romans (2021: 178-179).,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Southern Mesopotamia,Parthian Empire I,ir_parthian_emp_1,Polities involved in long-distance trade involving agricultural goods,it_roman_principate,,-31,40,Dates are overlap between Parthian I and Roman Principate.,Ellerbrock discusses the history of Parthian horse breeding and goes on to state that this specialised horse trade flourished both with China and the Romans (2021: 178-179).,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Susiana,Parthian Empire I,ir_parthian_emp_1,Polities involved in long-distance trade involving agricultural goods,it_roman_principate,,-31,40,Dates are overlap between Parthian I and Roman Principate.,Ellerbrock discusses the history of Parthian horse breeding and goes on to state that this specialised horse trade flourished both with China and the Romans (2021: 178-179).,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Southern Mesopotamia,Parthian Empire II,iq_parthian_emp_2,Polities involved in long-distance trade involving agricultural goods,it_roman_principate,,41,226,Dates are overlap between Parthian II and Roman Principate.,Ellerbrock discusses the history of Parthian horse breeding and goes on to state that this specialised horse trade flourished both with China and the Romans (2021: 178-179).,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Susiana,Parthian Empire II,iq_parthian_emp_2,Polities involved in long-distance trade involving agricultural goods,it_roman_principate,,41,226,Dates are overlap between Parthian II and Roman Principate.,Ellerbrock discusses the history of Parthian horse breeding and goes on to state that this specialised horse trade flourished both with China and the Romans (2021: 178-179).,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Southern Mesopotamia,Parthian Empire II,iq_parthian_emp_2,Polities involved in long-distance trade involving agricultural goods,cn_eastern_han_dyn,,41,220,Dates are overlap between Parthian II and Eastern Han.,Ellerbrock discusses the history of Parthian horse breeding and goes on to state that this specialised horse trade flourished both with China and the Romans (2021: 178-179).,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Susiana,Parthian Empire II,iq_parthian_emp_2,Polities involved in long-distance trade involving agricultural goods,cn_eastern_han_dyn,,41,220,Dates are overlap between Parthian II and Eastern Han.,Ellerbrock discusses the history of Parthian horse breeding and goes on to state that this specialised horse trade flourished both with China and the Romans (2021: 178-179).,Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Agricultural goods involved in trade with distant polities,present,,-202,9,Date span is overlap between Western Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Agricultural goods involved in trade with distant polities,present,,25,40,Date span is overlap betwee Eastern Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Polities involved in long-distance trade involving agricultural goods,ir_parthian_emp_1,,-202,9,Date span is overlap between Western Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Polities involved in long-distance trade involving agricultural goods,ir_parthian_emp_1,,25,40,Date span is overlap betwee Eastern Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Polities involved in long-distance trade involving agricultural goods,it_roman_principate,,-31,9,Date span is overlap between Western Han and Roman Principate.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Polities involved in long-distance trade involving agricultural goods,it_roman_principate,,25,220,Date span is overlap betweeen Eastern Han and Roman Principate.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Polities involved in long-distance trade involving Textiles,ir_parthian_emp_1,,-202,9,Date span is overlap between Western Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Polities involved in long-distance trade involving Textiles,ir_parthian_emp_1,,25,40,Date span is overlap betwee Eastern Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Polities involved in long-distance trade involving Textiles,it_roman_principate,,-31,9,Date span is overlap between Western Han and Roman Principate.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Polities involved in long-distance trade involving Textiles,it_roman_principate,,25,220,Date span is overlap betweeen Eastern Han and Roman Principate.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Is long-distance trade in Agricultural goods direct,absent,,-31,9,Date span is overlap between Western Han and Roman Principate.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Is long-distance trade in Agricultural goods direct,absent,,25,220,Date span is overlap betweeen Eastern Han and Roman Principate.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Is long-distance trade in Textiles direct,absent,,-31,9,Date span is overlap between Western Han and Roman Principate.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Is long-distance trade in Textiles direct,absent,,25,220,Date span is overlap betweeen Eastern Han and Roman Principate.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Is long-distance trade in Textiles direct,present,,-202,9,Date span is overlap between Western Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Is long-distance trade in Textiles direct,present,,25,40,Date span is overlap betwee Eastern Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Is long-distance trade in Agricultural goods direct,present,,-202,9,Date span is overlap between Western Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Is long-distance trade in Agricultural goods direct,present,,25,40,Date span is overlap betwee Eastern Han and Parthian I.,"Ellerbrock writes that spices, cotton and silks were the primary commodities which the Parthians sought from China, and that this trade involved Parthian and Scythian merchants on the overland silk routes, through Turpan, who then brought these goods to markets in Syria and Rome (2021: 159); I have therefore coded Han trade as both direct (with Parthians) and indirect (with Romans).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Polities involved in long-distance trade involving Textiles,af_kushan_emp,,35,220,Date span represents overlap between Eastern Han and Kushan polities.,"Ellerbrock describes how from the 1st century AD the Kushan Kingdom rose to power and dominated sections of the silk routes, they bypassed the Parthian silk traders by using sea routes to trade Chinese silks directly with the Romans, who paid the Kushans in gold (2021: 159-160).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Polities involved in long-distance trade involving Textiles,it_roman_principate,,25,220,"Date span represents the overlap between the trading polities: Eastern Han, Kushan Empire and Roman Principate.","Ellerbrock describes how from the 1st century AD the Kushan Kingdom rose to power and dominated sections of the silk routes, they bypassed the Parthian silk traders by using sea routes to trade Chinese silks directly with the Romans, who paid the Kushans in gold (2021: 159-160).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Latium,Roman Empire - Principate,it_roman_principate,Precious metals involved in trade with distant polities,present,,25,220,"Date span represents the overlap between the trading polities: Eastern Han, Kushan Empire and Roman Principate.","Ellerbrock describes how from the 1st century AD the Kushan Kingdom rose to power and dominated sections of the silk routes, they bypassed the Parthian silk traders by using sea routes to trade Chinese silks directly with the Romans, who paid the Kushans in gold (2021: 159-160).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Latium,Roman Empire - Principate,it_roman_principate,Polities involved in long-distance trade involving Precious metals,af_kushan_emp,,25,220,"Date span represents the overlap between the trading polities: Eastern Han, Kushan Empire and Roman Principate.","Ellerbrock describes how from the 1st century AD the Kushan Kingdom rose to power and dominated sections of the silk routes, they bypassed the Parthian silk traders by using sea routes to trade Chinese silks directly with the Romans, who paid the Kushans in gold (2021: 159-160).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Precious metals involved in trade with distant polities,present,,-202,9,Date span is overlap between Western Han and Parthian I.,"Ellerbrock writes that the Parthians imported luxury goods from China, which they went on to trade with the Romans, but also that luxury and manufactured goods were sent to China in return: 'The Parthians imported luxury goods from China, such as silk, jade or mineral resources, which were not sufficiently available in the heartland of Parthia. These included silver used for the production of coins and jewellery, but also specially treated iron ore, the so- called ‘Chinese iron’, special steel that was of crucial importance for the production of weapons for the Parthian army. The Parthians exported horses from Nisa, trees and exotic woods, slaves, pearls, pomegranates, vines, alfalfa (lucerne) and even ostriches to China. Lions were also exported to China, enjoying great popularity with the Chinese rulers' (2021: 158-159).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Precious metals involved in trade with distant polities,present,,25,40,Date span is overlap betwee Eastern Han and Parthian I.,"Ellerbrock writes that the Parthians imported luxury goods from China, which they went on to trade with the Romans, but also that luxury and manufactured goods were sent to China in return: 'The Parthians imported luxury goods from China, such as silk, jade or mineral resources, which were not sufficiently available in the heartland of Parthia. These included silver used for the production of coins and jewellery, but also specially treated iron ore, the so- called ‘Chinese iron’, special steel that was of crucial importance for the production of weapons for the Parthian army. The Parthians exported horses from Nisa, trees and exotic woods, slaves, pearls, pomegranates, vines, alfalfa (lucerne) and even ostriches to China. Lions were also exported to China, enjoying great popularity with the Chinese rulers' (2021: 158-159).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Western Han Empire,cn_western_han_dyn,Polities involved in long-distance trade involving Precious metals,ir_parthian_emp_1,,-202,9,Date span is overlap between Western Han and Parthian I.,"Ellerbrock writes that the Parthians imported luxury goods from China, which they went on to trade with the Romans, but also that luxury and manufactured goods were sent to China in return: 'The Parthians imported luxury goods from China, such as silk, jade or mineral resources, which were not sufficiently available in the heartland of Parthia. These included silver used for the production of coins and jewellery, but also specially treated iron ore, the so- called ‘Chinese iron’, special steel that was of crucial importance for the production of weapons for the Parthian army. The Parthians exported horses from Nisa, trees and exotic woods, slaves, pearls, pomegranates, vines, alfalfa (lucerne) and even ostriches to China. Lions were also exported to China, enjoying great popularity with the Chinese rulers' (2021: 158-159).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Middle Yellow River Valley,Eastern Han Empire,cn_eastern_han_dyn,Polities involved in long-distance trade involving Precious metals,ir_parthian_emp_1,,25,40,Date span is overlap betwee Eastern Han and Parthian I.,"Ellerbrock writes that the Parthians imported luxury goods from China, which they went on to trade with the Romans, but also that luxury and manufactured goods were sent to China in return: 'The Parthians imported luxury goods from China, such as silk, jade or mineral resources, which were not sufficiently available in the heartland of Parthia. These included silver used for the production of coins and jewellery, but also specially treated iron ore, the so- called ‘Chinese iron’, special steel that was of crucial importance for the production of weapons for the Parthian army. The Parthians exported horses from Nisa, trees and exotic woods, slaves, pearls, pomegranates, vines, alfalfa (lucerne) and even ostriches to China. Lions were also exported to China, enjoying great popularity with the Chinese rulers' (2021: 158-159).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
Southern Mesopotamia,Parthian Empire I,ir_parthian_emp_1,Specialty luxury items involved in trade with distant polities,present,,-247,40,Dates are duration of Parthian I.,"Ellerbrock writes that the Parthians imported luxury goods from China, which they went on to trade with the Romans, but also that luxury and manufactured goods were sent to China in return: 'The Parthians imported luxury goods from China, such as silk, jade or mineral resources, which were not sufficiently available in the heartland of Parthia. These included silver used for the production of coins and jewellery, but also specially treated iron ore, the so- called ‘Chinese iron’, special steel that was of crucial importance for the production of weapons for the Parthian army. The Parthians exported horses from Nisa, trees and exotic woods, slaves, pearls, pomegranates, vines, alfalfa (lucerne) and even ostriches to China. Lions were also exported to China, enjoying great popularity with the Chinese rulers' (2021: 158-159).",Y,N,https://www.zotero.org/groups/1051264/seshat_databank/search/Ellerbrock/titleCreatorYear/items/83JZCSRE/item-list
