variable_set|section|subsection|variable_name|polity_name|polity_new_ID|polity_old_ID|predecessor|successor|contested|overturn|predecessor_assassination|intra_elite|military_revolt|popular_uprising|separatist_rebellion|external_invasion|external_interference|name|transition_year|confidence|is_disputed|is_uncertain|expert_checked
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Muntasir|Al-Mustain|P|SU|A|P|A|P|A|A|IP|Battle of Lalakaon , Anarchy at Samarra|862|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Mustain|Al-Mutazz|P|P|P|P|P|A|A|A|A|Anarchy at Samarra|866|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pandya Dynasty|in_pandya_emp_2|in_pandya_emp_2|Vargun II|Parnatak Veernarayan|P|P|A|U|P|P|P|P|P||880|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Mutazz|Al-Mutadhi|P|P|P|IP|SU|SU|SU|SU|SU|Anarchy at Samarra|869|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|InPala|Surapala I|Gopala II|A|A|A|A|A|A|A|A|||870|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|ItStPet|Hadrian II|John VIII|A|A|A|A|A|A|A|A|A|None|872|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Basil I, the Macedonian|Leo VI, the Wise|IP|IP|IP|IP|SU|A|A|A|A|None|886|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Mutadhi|Al-Mutamid|P|P|P|P|P|A|A|A|A|Anarchy at Samarra|870|Confident|||False
Crisisdb|Power Transitions||Power Transition|Late Pallava Empire|in_pallava_emp_2|in_pallava_emp_2|Nriptunga|Aparajita|P|P||||||P|P||880|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Late Classic Tikal|gt_tikal_late_classic|gt_tikal_late_classic|Jasaw Chan K'awiil II|Tikal abandoned|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|889|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|InPala|Gopala II|Vigrahapala|A|A|A|A|A|A|A|A|||871|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Mutamid|Al-Mutadid|A|A|A|A|A|A|A|A|A|None|892|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|InChol*|Aditya I|Prantaka I|P|P|P|||||P|P||907|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|InPala|Vigrahapala|Narayanapala|A|A|A|A|A|A|A|A|||925|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|ItStPet|John VIII|Marinus I|P|A|DIS|A|A|A|A|A|A|None|882|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty II|cn_tang_dyn_2|CnTangL|Xizong of Tang (Li Yan, Hsi Tsung)|Zhaozong of Tang (Li Jie, Li Min, Li Ye, Chao Tsung)|A|A|A|P|P|A|A|P|A|None|888|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Yōzei|Kōkō|A|A|A|A|A|A|A|A|A|None|884|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Louis II, the Stammerer|Louis III|P|A|A|P|A|A|A|A|A|None|879|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Indravarman I|Yaśovarman I|P|IA|IA|P|IA|IA|IA|IA|IA|None|889|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Krishna II|Indra III|P|A|A|A|A|A|A|P|A|None|914|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Louis III|Carloman II|A|A|A|A|A|A|A|A|A|None|882|Confident|||False
Crisisdb|Power Transitions||Power Transition|East Francia|de_east_francia|de_east_francia|Louis the Younger|Charles the Fat|A|A|A|A|A|A|A|A|A||882|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Late Pallava Empire|in_pallava_emp_2|in_pallava_emp_2|Aparajita||P|P||||||P|||890|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Pandya Dynasty|in_pandya_emp_2|in_pandya_emp_2|Paratak Veernarayan|Marvarman Rajsimha II|P|P|P|U|A|P|U|P|U||900|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|ItStPet|Marinus I|Hadrian III|U|U|A|U|U|U|U|U|U|None|884|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Carloman II|Charles II, the Fat|A|A|A|A|A|A|A|A|A|None|884|Confident|||False
Crisisdb|Power Transitions||Power Transition|East Francia|de_east_francia|de_east_francia|Charles the Fat|Arnulf of Carinthia|P|P|A|P|A|IP|A|A|A||887|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Kievan Rus|ua_kievan_rus|UaKiev1|Oleg the Seer|Igor I|A|A|A|A|A|A|A|A|A|None|912|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|ItStPet|Hadrian III|Stephen V|P|A|P|A|A|A|A|A|P|None|885|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Charles II, the Fat|Odo|P|P|A|P|P|A|P|A|A|None|887|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Kōkō|Uda|P|P|A|P|A|A|A|A|A|None|887|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Tagwas|Panumwangan|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|885|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Panumwangan|Gurunwangi|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|887|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|ItStPet|Stephen V|Formosus|A|A|A|A|A|A|A|A|A|None|891|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Mahendrapala I|Bhojadeva II|IP|IA|IA|IA|IA|IA|IA|IA|IA|None|910|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Leo VI, the Wise|Alexander|A|A|A|A|A|A|A|A|A|None|912|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Gurunwangi|Interregnum|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|887|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Interregnum|Watuhumalang / Wungkal|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|894|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Uda|Daigo|A|A|A|A|A|A|A|A|A|None|897|Confident|||False
Crisisdb|Power Transitions||Power Transition|East Francia|de_east_francia|de_east_francia|Arnulf of Carinthia|Louis the Child|A|A|A|A|A|A|A|A|A||899|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Odo|Charles III, the Simple|P|P|A|P|P|A|A|A|P|None|898|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty II|cn_tang_dyn_2|CnTangL|Zhaozong of Tang (Li Jie, Li Min, Chao Tsung)|Ai of Tang (Zhaoxuan of Tang, Li Zuo, Li Chu, Ai Ti)|A|P|P|P|P|A|A|A|A|None|904|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Yaśovarman I|Harsavarman I|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|911|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|ItStPet|Formosus|Stephen VI|P|DIS|DIS|P|A|P|A|A|A|None|896|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Mutadid|Al-Muktafi|A|A|A|A|A|A|A|A|A|None|902|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Watuhumalang / Wungkal|Watukura|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|898|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|ItStPet|Stephen VI|John IX|P|IA|P|P|A|P|A|A|P|None|897|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Daigo|Suzaku|A|A|A|A|A|A|A|A|A|None|930|Confident|||False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|ItStPet|John IX|Benedict IV|U|A|DIS|IP|A|A|A|A|A|None|900|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Balitung / Watukura|Daksha|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|913|Confident|||False
Crisisdb|Power Transitions||Power Transition|East Francia|de_east_francia|de_east_francia|Louis the Child|Conrad I of Germany|A|A|A|A|A|A|A|A|A||911|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Republic of St Peter I|it_st_peter_rep_1|ItStPet|Benedict IV|Sergius III|P|P|DIS|P|A|A|A|A|A|None|903|Confident|||False
Crisisdb|Power Transitions||Power Transition|Pandya Dynasty|in_pandya_emp_2|in_pandya_emp_2|Marvarman Rajsimha II|Veerpandya|P|P|A||P|P|P|P|P||915|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Chandra Dynasty|bd_chandra_dyn|BdChandra|Trallokyacandra|Sricandra|SU|SU|SU|SU|SU|SU|SU|SU|SU||930|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Muktafi|Al-Muqtadir|P|A|A|P|A|A|A|A|A|None|908|Confident|||False
Crisisdb|Power Transitions||Power Transition|Tang Dynasty II|cn_tang_dyn_2|CnTangL|Ai of Tang (Zhaoxuan of Tang, Li Zuo, Li Chu, Ai Ti)|End of dynasty - Emperor Taizu (Zhu Quanzhong, T’ai Tsu, Chu Wen) creates Later Liang dynasty.|A|P|P|P|A|A|A|A|A|None|907|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Sergius III|Anastasius III|U|U|A|U|U|U|U|U|U|None|911|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Taizu of Later Liang (Zhu Quanzhong, T’ai Tsu, Chu Wen)|Zhu Yougui (Ying Wang)|P|P|P|P|A|A|A|A|A|None|912|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|InChol*|Prantaka I|Mandraditya|P|P|A||P|P||P|P||955|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Muqtadir|Al-Qahir|P|P|P|P|P|A|A|A|A|None|929|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Bhojadeva II|Mahipala I|P|P|A|IP|IP|A|A|A|IP|None|913|Confident|||False
Crisisdb|Power Transitions||Power Transition|Fatimid Caliphate|tn_fatimid_cal|TnFatim|Al-Mahdi|Al-Qaim|A|A|A|A|A|A|A|A|A|None|934|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Anastasius III|Lando|U|U|A|U|U|U|U|U|U|None|913|Confident|||False
Crisisdb|Power Transitions||Power Transition|East Francia|de_east_francia|de_east_francia|Conrad I of Germany|Henry the Fowler|P|A|A|P|P|A|IP|A|A||919|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Harsavarman I|Isanavarman II|P|SU|SU|P|SU|SU|SU|SU|SU|None|923|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Alexander|Constantine VII, Porphyrogenitus|A|A|A|A|A|A|A|A|A|None|913|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Zhu Yougui (Ying Wang)|Mo of Later Liang (Zhu Youzhen, Zhu Zhen, Mo Ti)|A|P|P|P|A|A|A|A|A|None|913|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Lando|John X|A|A|A|A|A|A|A|A|A|None|914|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Daksha|Tulodong|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|919|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Constantine VII, Porphyrogenitus|Romanus I, Lecapenus|P|P|A|P|A|A|A|A|A|None|920|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Mo of Later Liang (Zhu Youzhen, Zhu Zhen, Mo Ti)|End of Later Liang dynasty - Chung Tsung (Li Ts’un-hsu)#|A|P|A|A|P|A|A|P|A|None|923|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Mahipala I|Mahendrapala II|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|944|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kievan Rus|ua_kievan_rus|UaKiev1|Igor I|Saint Olga|P|A|P|A|P|A|A|A|A|None|945|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|John X|Stephen VII|P|A|IP|A|P|A|A|A|A|None|928|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Indra III|Amoghavarsha II|IP|IA|SU|IP|IA|IA|IA|IA|IA|None|929|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Tulodong|Wawa|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|921|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|Henry the Fowler|Otto I the Great|P|A|A|P|P|A|IP|A|A||936|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Romanus I, Lecapenus|Constantine VII|P|P|A|P|A|A|A|A|A|None|944|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Robert I|Rudolf|P|A|A|P|P|A|A|A|A|Battle of Soissons|923|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Zhuangzong of Later Tang (Li Cunxu, Chung Tsung , Li Ts’un-hsu)|Mingzong of Later Tang (Li Siyuan, Ming Tsung)|P|P|P|P|P|P|A|A|A|None|926|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Isanavarman II|Jayavarman IV|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|928|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Charles III, the Simple|Robert I|P|P|A|P|P|A|P|A|P|None|936|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Rudolf|Louis IV|A|A|A|A|A|A|A|A|A|None|936|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England I|gb_anglo_saxon_1|gb_anglo_saxon|Aelfweard|Athelstan|DIS|DIS|U|DIS|U|U|U|U|U|None|924|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Athelstan|Edmund I|P|A|A|P|A|IP|IP|A|IA|None|939|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Pala Empire|in_pala_emp|InPala|Narayanapala|Rajyapala|A|A|A|A|A|A|A|A|||962|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Mingzong of Later Tang (Li Siyuan, Ming Tsung)|Min of Later Tang (Li Conghou, Min Ti)|P|A|A|P|A|A|A|A|A|None|933|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Wawa|Sindock (Sri Is'äna(vikramadharmottungadeva))|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|928|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Stephen VII|John XI|P|P|IP|A|A|A|A|A|A|None|931|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Jayavarman IV|Harsavarman II|SU|IA|IA|SU|IA|IA|IA|IA|IA|None|941|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Qahir|Al-Muqtadir|P|P|A|P|A|A|A|A|A|None|929|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Amoghavarsha II|Govinda IV|P|P|P|P|A|A|A|A|A|None|930|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Muqtadir|Al-Qahir|P|P|P|P|P|A|A|A|A|None|932|Confident|||False
Crisisdb|Power Transitions||Power Transition|Medang Kingdom|id_medang_k|IdMedng|Sindock (Sri Is'äna(vikramadharmottungadeva))|Is'änatungavijayä|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|948|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Govinda IV|Amoghavarsha III|P|P|SU|P|P|A|A|A|A|None|935|Confident|||False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Suzaku|Murakami|A|A|A|A|A|A|A|A|A|None|946|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chandra Dynasty|bd_chandra_dyn|BdChandra|Sricandra|Kalyanacandra|SU|SU|SU|SU|SU|SU|SU|SU|SU||975|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|John XI|Leo VII|P|A|A|IP|A|A|A|A|A|None|936|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Qahir|Al-Radi|P|P|A|P|A|A|A|A|A|None|934|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Min of Later Tang (Li Conghou, Min Ti)|Li Congke of Later Tang (Last Emperor of Later Tang, Deposed Emperor of Later Tang, Wang Congke, Fei Ti)|P|P|P|P|P|A|A|A|A|None|934|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Li Congke of Later Tang (Last Emperor of Later Tang, Deposed Emperor of Later Tang, Wang Congke, Fei Ti)|Gaozu of Later Jin (Shi Kingtang, Kao Tsu, Shih Ching-t’ang) - NEW DYNASTY|P|P|A|P|P|A|A|P|P|None|937|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Radi|Al-Muttaqi|P|A|A|P|P|A|A|A|P|None|940|Confident|||False
Crisisdb|Power Transitions||Power Transition|Fatimid Caliphate|tn_fatimid_cal|TnFatim|Al-Qaim|Al-Mansur|P|A|A|A|P|A|A|A|A|None|946|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Amoghavarsha III|Krishna III|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|939|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Leo VII|Stephen VIII|P|A|A|IP|A|A|A|A|A|None|939|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Louis IV|Lothair|A|A|A|A|A|A|A|A|A|None|954|Confident|||False
Crisisdb|Power Transitions||Power Transition|Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|Otto I the Great|Otto II|A|A|A|A|A|A|A|A|A||973|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Gaozu of Later Jin (Shi Kingtang, Kao Tsu, Shih Ching-t’ang)|Chu of Later Jin (Shao of Later Jin, Shi Chonggui, Ch’u Ti)|A|A|A|P|P|A|A|A|A|None|942|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Stephen VIII|Marinus II|P|DIS|DIS|IP|A|A|A|A|A|None|942|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Edmund I|Edred|P|P|P|P|IA|IA|IA|P|IA|None|946|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Rashtrakuta Empire|in_rashtrakuta_emp|InRasht|Krishna III|Khottiga|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|967|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Muttaqi|Al-Mustakfi|P|P|A|A|P|A|A|A|A|None|944|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Harsavarman II|Rājendravarman II|P|IP|SU|P|IA|IA|IA|IA|IA|None|944|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Marinus II|Agapitus II|P|DIS|DIS|IP|A|A|A|A|A|None|946|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Chu of Later Jin (Shao of Later Jin, Shi Chonggui, Ch’u Ti)|Emperor Taizong of Liao (Kao Tsu, Liu Chih-yuan) - end of Later Jin dynasty|A|P|A|A|A|A|A|P|P|None|947|Confident|||False
Crisisdb|Power Transitions||Power Transition|Abbasid Caliphate I|iq_abbasid_cal_1|IqAbbs1|Al-Mustakfi|Al-Muti|P|P|A|P|A|A|A|P|A|None|946|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Mahendrapala II|Devapala|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|948|Confident|||False
Crisisdb|Power Transitions||Power Transition|Byzantine Empire II|tr_byzantine_emp_2|TrByzM2|Constantine VII|Romanus II|A|A|A|A|A|A|A|A|A|None|959|Confident|||False
Crisisdb|Power Transitions||Power Transition|Early Angkor|kh_angkor_1|KhAngkE|Rājendravarman II|Jayavarman V|IA|IA|IA|IA|IA|IA|IA|IA|IA|None|968|Confident|||False
Crisisdb|Power Transitions||Power Transition|Kievan Rus|ua_kievan_rus|UaKiev1|Saint Olga|Sviatoslav I|A|A|A|A|A|A|A|A|A|None|964|Confident|||False
Crisisdb|Power Transitions||Power Transition|Fatimid Caliphate|tn_fatimid_cal|TnFatim|Al-Mansur|Al-Muizz|A|A|A|A|A|A|A|A|A|None|953|Confident|||False
Crisisdb|Power Transitions||Power Transition|Rome - Republic of St Peter II|it_st_peter_rep_2|ItPapEM|Agapitus II|John XII|P|A|A|IP|A|A|A|A|A|None|955|Confident|||False
Crisisdb|Power Transitions||Power Transition|Anglo-Saxon England II|gb_anglo_saxon_2|gb_england_k|Edred|Eadwig|A|A|A|A|A|A|A|A|IA|None|955|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Heian|jp_heian|JpHeian|Murakami|Reizei|A|A|A|A|A|A|A|A|A|None|967|Confident|||False
Crisisdb|Power Transitions||Power Transition|Buyid Confederation|ir_buyid_confederation|IrBuyid|Al-Muti|Al-Tai|P|P|A|P|P|P|P|A|A|None|974|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Emperor Taizong of Liao (Kao Tsu, Yaogu, Liu Chih-yuan)|Shizong of Liao (Yelü Ruan, Yin Ti)|P|A|A|A|P|P|A|A|A|None|948|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Shizong of Liao (Yelü Ruan, Liu Ch’eng-yu, Yin Ti)|Taizu of Later Zhou (T’ai Tsu, Kuo Wei, Guo Wei)|A|P|P|P|A|A|A|A|A|None|951|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Devapala|Vinayakapala|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|954|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Taizu of Later Zhou (T’ai Tsu, Kuo Wei, Guo Wei)|Shizong of Later Zhou (Shih Tsung, Chai Rong, Guo Rong)|A|A|A|A|A|A|A|A|A|None|954|Confident|||False
Crisisdb|Power Transitions||Power Transition|Fatimid Caliphate|tn_fatimid_cal|TnFatim|Al-Muizz|Al-Aziz|A|A|A|A|A|A|A|A|A|None|975|Confident|||False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Vinayakapala|Mahipala II|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|955|Confident|||False
Crisisdb|Power Transitions||Power Transition|Five Dynasties Period|cn_five_dyn|Cn5Dyna|Shizong of Later Zhou (Shih Tsung, Chai Rong, Guo Rong)|Gong of Later Zhou (Kung Ti, Guo Zongxun)|P|P|A|P|P|A|A|A|A|None|959|Confident|||False
Crisisdb|Power Transitions||Power Transition|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|Lothair|Louis V, the Sluggard|A|A|A|A|A|A|A|A|A|None|986|Confident|||False
Crisisdb|Power Transitions||Power Transition|Chola Empire|in_chola_emp|InChol*|Mandraditya|Prantaka II|||||||||||957|Confident|False|False|False
Crisisdb|Power Transitions||Power Transition|Gurjar-Pratihara Dynasty|in_gurjara_pratihara_dyn|in_gurjara_pratihara_dyn|Mahipala II|Vijayapala II|SU|SU|SU|SU|SU|SU|SU|SU|SU|None|959|Confident|||False
