NGA|Polity|Section|Subsection|Variable|Value.From|Value.To|Date.From|Date.To|Fact.Type|Value.Note|Date.Note
Paris Basin|FrHallD|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred absent||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|absent||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Paris Basin|FrMervE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|absent||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Paris Basin|FrMervL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|absent||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Paris Basin|FrMervM|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|inferred absent||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|inferred absent||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred absent||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|inferred absent||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred absent||||simple|simple|
Paris Basin|FrTeneA|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred present||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred present||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred absent||||simple|simple|
Paris Basin|FrTeneB|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred present||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred present||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred absent||||simple|simple|
Paris Basin|FrTeneC|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred absent||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Paris Basin|FrValoE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Paris Basin|FrValoL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Deccan|GbEmpr2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Ghanaian Coast|GhAshnE|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|absent||||simple|uncertain|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|uncertain|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Ghanaian Coast|GhAshnE|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Ghanaian Coast|GhAshnL|Institutional Variables|Limits on Power of the Chief Executive|Impeachment|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|absent||||simple|uncertain|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|uncertain|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Ghanaian Coast|GhAshnL|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Crete|GrCrArc|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred absent||||simple|simple|
Crete|GrCrArc|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|inferred absent||||simple|simple|
Crete|GrCrArc|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Crete|GrCrArc|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Crete|GrCrArc|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Crete|GrCrArc|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|absent||||simple|simple|
Crete|GrCrArc|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|absent||||simple|simple|
Crete|GrCrCls|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|absent||||simple|simple|
Crete|GrCrCls|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Crete|GrCrCls|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|absent||||simple|simple|
Crete|GrCrCls|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Crete|GrCrCls|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Crete|GrCrFPa|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Crete|GrCrFPa|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Crete|GrCrFPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Crete|GrCrFPa|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred absent||||simple|simple|
Crete|GrCrGeo|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Crete|GrCrGeo|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Crete|GrCrGeo|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred absent||||simple|simple|
Crete|GrCrGeo|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred absent||||simple|simple|
Crete|GrCrGeo|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||||simple|simple|
Crete|GrCrGeo|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
